Modelo,Test Loss (Pre),Test Acc (Pre),Test F1 (Pre),Test Loss (Post),Test Acc (Post),Test F1 (Post),Total Time (s),Delta Loss,Delta Acc,Delta F1,Delta Loss %,Delta Acc %,Delta F1 %,Total Time (s) (Pre),Total Time (s) (Post),Speedup (x),Time Saved (s)
resnet50,0.8906287714184409,0.9890180878552972,0.9796494120341275,0.8744739010660532,0.9919250645994832,0.9915463027830506,873.3934605121613,-0.016154870352387718,0.0029069767441859407,0.011896890748923084,-1.8138724989379142,0.29392553886347716,1.214402887684134,2525.562504529953,873.3934605121613,2.891666378002136,1652.1690440177917
efficientnet_b0,0.8759913045614572,0.997093023255814,0.9959515388376607,0.9046591397095712,0.9909560723514211,0.9812810498736338,829.8410217761993,0.028667835148113996,-0.006136950904392813,-0.014670488964026895,3.2726164059888494,-0.6154842889536816,-1.4730123296107656,1759.137370109558,829.8410217761993,2.119848650461126,929.2963483333588
